Tuberculosis_locus,smegmatis_locus,H37RA_locus,Bovis_locus
0:rnpB:2500445-2500751,1:MSMEG_RS20830:4392645-4393032,2:MRA_RS20885:2510288-2510716,3:BQ2027_RS11465:2483944-2484372
0:Rv0269c:323338-324531,1:MSMEG_RS02905:674780-676018,2:MRA_RS01435:324700-325893,3:BQ2027_RS01435:321663-322856
0:Rv0270:324567-326249,1:MSMEG_RS02910:676074-677750,2:MRA_RS01440:325929-327611,3:BQ2027_RS01440:322892-324574
0:Rv2228c:2501644-2502738,1:MSMEG_RS20845:4395335-4396432,2:MRA_RS11820:2511546-2512640,3:BQ2027_RS11475:2485203-2486297
0:Rv0271c:326266-328461,1:MSMEG_RS02930:679378-681582,2:MRA_RS01445:327628-329823,3:BQ2027_RS01445:324591-326786
0:Rv0272c:328575-329708,1:MSMEG_RS02940:682652-683794,2:MRA_RS01450:329937-331070,3:BQ2027_RS01450:326900-328033
0:Rv0273c:329705-330325,1:MSMEG_RS02945:683791-684420,2:MRA_RS01455:331067-331687,3:BQ2027_RS01455:328030-328650
0:Rv0274:330422-331003,1:MSMEG_RS02950:684535-685134,2:MRA_RS01460:331784-332365,3:BQ2027_RS01460:328747-329328
0:Rv2234:2507146-2507637,1:MSMEG_RS20865:4399216-4399749,2:MRA_RS11855:2517048-2517539,3:BQ2027_RS11510:2490705-2491196
0:Rv2235:2507637-2508452,1:MSMEG_RS20870:4399749-4400582,2:MRA_RS11860:2517539-2518354,3:BQ2027_RS11515:2491196-2492011
0:Rv2236c:2508434-2509375,1:MSMEG_RS20875:4400536-4401492,2:MRA_RS11865:2518336-2519277,3:BQ2027_RS11520:2491993-2492934
0:Rv0282:342130-344025,1:MSMEG_RS02990:691941-693767,2:MRA_RS01505:343525-345387,3:BQ2027_RS01510:343165-345027
0:Rv2238c:2510715-2511176,1:MSMEG_RS20915:4405907-4406377,2:MRA_RS11885:2520617-2521078,3:BQ2027_RS11535:2494274-2494735
0:Rv0283:344022-345638,1:MSMEG_RS02995:693764-695320,2:MRA_RS01510:345384-347000,3:BQ2027_RS01515:345024-346640
0:Rv2239c:2511176-2511652,1:MSMEG_RS20920:4406378-4406815,2:MRA_RS11890:2521078-2521500,3:BQ2027_RS11540:2494735-2495157
0:Rv0284:345635-349627,1:MSMEG_RS03000:695317-699294,2:MRA_RS01515:346997-350989,3:BQ2027_RS01520:346637-350629
0:Rv2240c:2511690-2512280,1:MSMEG_RS20925:4406957-4407487,2:MRA_RS11895:2521592-2522182,3:BQ2027_RS11545:2495249-2495839
0:Rv0285:349624-349932,1:MSMEG_RS03005:699291-699602,2:MRA_RS01520:350986-351294,3:BQ2027_RS01525:350626-350934
0:Rv2241:2512539-2515244,1:MSMEG_RS20930:4407679-4410468,2:MRA_RS11900:2522354-2525146,3:BQ2027_RS11550:2496011-2498803
0:Rv0286:349935-351476,1:MSMEG_RS03010:699604-701175,2:MRA_RS01525:351297-352838,3:BQ2027_RS01530:350937-352478
0:Rv2242:2515304-2516548,1:MSMEG_RS20935:4410564-4411850,2:MRA_RS11905:2525206-2526450,3:BQ2027_RS11555:2498863-2500107
0:Rv0287:351525-351818,1:MSMEG_RS03015:701225-701518,2:MRA_RS01530:352887-353180,3:BQ2027_RS01535:352527-352820
0:Rv2243:2516787-2517695,1:MSMEG_RS20940:4412023-4412940,2:MRA_RS11910:2526689-2527597,3:BQ2027_RS11560:2500346-2501254
0:Rv0288:351848-352138,1:MSMEG_RS03020:701553-701840,2:MRA_RS01535:353210-353500,3:BQ2027_RS01540:352850-353140
0:Rv0289:352149-353036,1:MSMEG_RS03025:701847-702734,2:MRA_RS01540:353511-354398,3:BQ2027_RS01545:353151-354038
0:Rv2244:2517771-2518118,1:MSMEG_RS20945:4413021-4413320,2:MRA_RS11915:2527673-2528020,3:BQ2027_RS11565:2501330-2501677
0:Rv0290:353083-354501,1:MSMEG_RS03030:702737-704164,2:MRA_RS01545:354445-355863,3:BQ2027_RS01550:354085-355503
0:Rv2245:2518115-2519365,1:MSMEG_RS20950:4413317-4414567,2:MRA_RS11920:2528017-2529267,3:BQ2027_RS11570:2501674-2502924
0:Rv0291:354498-355883,1:MSMEG_RS03035:704172-705551,2:MRA_RS01550:355860-357245,3:BQ2027_RS01555:355500-356885
0:Rv2247:2520743-2522164,1:MSMEG_RS20960:4415919-4417343,2:MRA_RS11930:2530645-2532066,3:BQ2027_RS11580:2504302-2505723
0:Rv0293c:356862-358064,1:MSMEG_RS03045:706433-707632,2:MRA_RS01560:358224-359426,3:BQ2027_RS01565:357864-359066
0:Rv0294:358171-358956,1:MSMEG_RS03060:710373-711137,2:MRA_RS01565:359533-360318,3:BQ2027_RS01570:359173-359958
0:Rv2249c:2523241-2524791,1:MSMEG_RS20975:4419488-4421044,2:MRA_RS11940:2533146-2534696,3:BQ2027_RS11590:2506715-2508265
0:Rv2250c:2524785-2525354,1:MSMEG_RS20980:4421041-4421625,2:MRA_RS11945:2534690-2535259,3:BQ2027_RS11595:2508259-2508828
0:Rv0296c:359758-361155,1:MSMEG_RS03070:712049-713446,2:MRA_RS01575:361120-362517,3:BQ2027_RS01580:360760-362157
0:Rv2251:2525565-2526992,1:MSMEG_RS20985:4421676-4423253,2:MRA_RS11950:2535307-2536896,3:BQ2027_RS11600:2508876-2510465
0:Rv2256c:2529341-2529874,1:MSMEG_RS20995:4424220-4424732,2:MRA_RS11980:2539245-2539757,3:BQ2027_RS11630:2512814-2513326
0:Rv2257c:2530004-2530822,1:MSMEG_RS21000:4424856-4425689,2:MRA_RS11985:2539908-2540726,3:BQ2027_RS11635:2513477-2514295
0:Rv2258c:2530836-2531897,1:MSMEG_RS21005:4425730-4426827,2:MRA_RS11990:2540740-2541801,3:BQ2027_RS11640:2514309-2515370
0:Rv2259:2532245-2533330,1:MSMEG_RS21015:4428679-4429770,2:MRA_RS11995:2542149-2543234,3:BQ2027_RS11645:2515612-2516697
0:Rv2260:2533330-2533965,1:MSMEG_RS21020:4429796-4430428,2:MRA_RS12000:2543234-2543869,3:BQ2027_RS11650:2516697-2517332
0:Rv0315:383602-384486,1:MSMEG_RS03140:727614-728471,2:MRA_RS01675:384964-385848,3:BQ2027_RS01670:384632-385516
0:glyU:386204-386274,1:MSMEG_RS03300:760001-760074,2:MRA_RS01690:387566-387636,3:BQ2027_RS01685:387234-387304
0:Rv0321:388582-389154,1:MSMEG_RS03305:760192-760761,2:MRA_RS01710:389944-390516,3:BQ2027_RS01705:389612-390184
0:Rv0322:389260-390591,1:MSMEG_RS03315:762824-764170,2:MRA_RS01715:390622-391953,3:BQ2027_RS01710:390290-391621
0:Rv0337c:401873-403162,1:MSMEG_RS03355:771588-772862,2:MRA_RS01790:403235-404524,3:BQ2027_RS01780:402903-404192
0:Rv0339c:405950-408448,1:MSMEG_RS03370:776854-779364,2:MRA_RS01800:407312-409810,3:BQ2027_RS01790:406980-409478
0:Rv0343:412757-414238,1:MSMEG_RS03405:786166-787659,2:MRA_RS01820:414119-415600,3:BQ2027_RS01810:413787-415268
0:Rv0344c:414381-414941,1:MSMEG_RS03435:792264-792803,2:MRA_RS01825:415743-416303,3:BQ2027_RS01815:415411-415971
0:Rv0350:419835-421712,1:MSMEG_RS03460:796766-798634,2:MRA_RS01855:421197-423074,3:BQ2027_RS01845:420864-422741
0:Rv0351:421709-422416,1:MSMEG_RS03465:798631-799281,2:MRA_RS01860:423071-423778,3:BQ2027_RS01850:422738-423445
0:Rv0352:422452-423639,1:MSMEG_RS03470:799323-800495,2:MRA_RS01865:423814-425001,3:BQ2027_RS01855:423481-424668
0:Rv0353:423639-424019,1:MSMEG_RS03475:800492-800851,2:MRA_RS01870:425001-425381,3:BQ2027_RS01860:424668-425048
0:Rv0357c:435471-436769,1:MSMEG_RS03700:844214-845509,2:MRA_RS01885:436834-438132,3:BQ2027_RS01875:436488-437786
0:Rv0358:436860-437507,1:MSMEG_RS03695:843524-844063,2:MRA_RS01890:438223-438870,3:BQ2027_RS01880:437877-438524
0:Rv0363c:441265-442299,1:MSMEG_RS03665:838859-839896,2:MRA_RS01915:442628-443662,3:BQ2027_RS01905:442282-443316
0:Rv2314c:2585917-2587290,1:MSMEG_RS21565:4544142-4545503,2:MRA_RS12295:2595821-2597194,3:BQ2027_RS11945:2567923-2569296
0:Rv2315c:2587287-2588804,1:MSMEG_RS21570:4545500-4547017,2:MRA_RS12300:2597191-2598708,3:BQ2027_RS11950:2569293-2570810
0:Rv0368c:445314-446525,1:MSMEG_RS03655:836866-838059,2:MRA_RS01940:446677-447888,3:BQ2027_RS01930:446331-447542
0:Rv2316:2588838-2589710,1:MSMEG_RS21580:4548084-4548956,2:MRA_RS12305:2598742-2599614,3:BQ2027_RS11955:2570844-2571716
0:Rv2317:2589697-2590521,1:MSMEG_RS21585:4548943-4549770,2:MRA_RS12310:2599601-2600425,3:BQ2027_RS11960:2571703-2572527
0:Rv0370c:447147-448043,1:MSMEG_RS03645:835265-836161,2:MRA_RS01950:448510-449406,3:BQ2027_RS01940:448164-449060
0:Rv2318:2590518-2591840,1:MSMEG_RS21590:4549859-4551151,2:MRA_RS12315:2600422-2601744,3:BQ2027_RS11965:2572524-2573846
0:Rv0373c:449404-451803,1:MSMEG_RS03635:832120-834519,2:MRA_RS01965:450767-453166,3:BQ2027_RS01955:450421-452820
0:Rv0374c:451800-452279,1:MSMEG_RS03630:831647-832123,2:MRA_RS01970:453163-453642,3:BQ2027_RS01960:452817-453296
0:Rv0375c:452294-453154,1:MSMEG_RS03625:830754-831644,2:MRA_RS01975:453657-454559,3:BQ2027_RS01965:453311-454213
0:Rv0376c:453230-454372,1:MSMEG_RS03620:829550-830698,2:MRA_RS01980:454593-455759,3:BQ2027_RS01970:454247-455413
0:Rv0377:454421-455386,1:MSMEG_RS03615:828573-829526,2:MRA_RS01985:455784-456749,3:BQ2027_RS01975:455438-456403
0:Rv2326c:2597854-2599947,1:MSMEG_RS21600:4551998-4554037,2:MRA_RS12355:2607758-2609851,3:BQ2027_RS12005:2579860-2581953
0:Rv0381c:456915-457823,1:MSMEG_RS03595:824920-825822,2:MRA_RS02005:458278-459186,3:BQ2027_RS01995:457932-458840
0:Rv0383c:458461-459315,1:MSMEG_RS03585:823231-824067,2:MRA_RS02015:459824-460678,3:BQ2027_RS02005:459478-460332
0:Rv0384c:459456-462002,1:MSMEG_RS03565:817638-820184,2:MRA_RS02020:460764-463310,3:BQ2027_RS02010:460473-463019
0:Rv0389:468335-469594,1:MSMEG_RS03735:851580-852980,2:MRA_RS02040:469645-470904,3:BQ2027_RS02030:469354-470613
0:Rv0390:469591-470013,1:MSMEG_RS03745:853466-853876,2:MRA_RS02045:470901-471323,3:BQ2027_RS02035:470610-471032
0:Rv0391:470010-471230,1:MSMEG_RS03750:853886-855103,2:MRA_RS02050:471320-472540,3:BQ2027_RS02040:471029-472249
0:Rv2343c:2620533-2622452,1:MSMEG_RS21655:4562121-4564031,2:MRA_RS12455:2630437-2632356,3:BQ2027_RS12100:2602541-2604460
0:Rv2344c:2622457-2623752,1:MSMEG_RS21660:4564085-4565371,2:MRA_RS12460:2632361-2633656,3:BQ2027_RS12105:2604465-2605760
0:Rv0408:491786-493858,1:MSMEG_RS03820:867578-869656,2:MRA_RS02140:493096-495168,3:BQ2027_RS02130:492805-494877
0:Rv0409:493851-495008,1:MSMEG_RS03825:869653-870783,2:MRA_RS02145:495161-496318,3:BQ2027_RS02135:494870-496027
0:Rv0410c:495062-497314,1:MSMEG_RS03835:872016-874298,2:MRA_RS02150:496372-498624,3:BQ2027_RS02140:496081-498333
0:Rv2357c:2639673-2641064,1:MSMEG_RS21670:4567679-4569064,2:MRA_RS12540:2651641-2653032,3:BQ2027_RS12135:2612155-2613546
0:Rv0411c:497314-498300,1:MSMEG_RS03840:874298-875266,2:MRA_RS02155:498624-499610,3:BQ2027_RS02145:498333-499319
0:Rv0412c:498300-499619,1:MSMEG_RS03845:875362-876681,2:MRA_RS02160:499610-500929,3:BQ2027_RS02150:499319-500638
0:Rv2359:2641650-2642042,1:MSMEG_RS21680:4569541-4569951,2:MRA_RS12550:2653618-2654010,3:BQ2027_RS12145:2614132-2614524
0:Rv2360c:2642150-2642578,1:MSMEG_RS21690:4570366-4570821,2:MRA_RS12555:2654118-2654546,3:BQ2027_RS12150:2614632-2615060
0:Rv2361c:2642578-2643468,1:MSMEG_RS21695:4570835-4571716,2:MRA_RS12560:2654546-2655436,3:BQ2027_RS12155:2615060-2615950
0:Rv0415:501148-502170,1:MSMEG_RS03860:878147-879151,2:MRA_RS02175:502458-503480,3:BQ2027_RS02165:502167-503189
0:Rv2362c:2643461-2644258,1:MSMEG_RS21700:4571664-4572506,2:MRA_RS12565:2655429-2656226,3:BQ2027_RS12160:2615943-2616740
0:Rv0416:502167-502373,1:MSMEG_RS03865:879148-879348,2:MRA_RS02180:503477-503683,3:BQ2027_RS02170:503186-503392
0:Rv0417:502366-503124,1:MSMEG_RS03870:879341-880099,2:MRA_RS02185:503676-504434,3:BQ2027_RS02175:503385-504143
0:Rv2364c:2645771-2646673,1:MSMEG_RS21710:4574188-4575087,2:MRA_RS12575:2657739-2658641,3:BQ2027_RS12170:2618253-2619155
0:Rv2365c:2646747-2647088,1:MSMEG_RS21715:4575100-4575417,2:MRA_RS12580:2658715-2659056,3:BQ2027_RS12175:2619229-2619570
0:Rv2366c:2647060-2648367,1:MSMEG_RS21720:4575410-4576780,2:MRA_RS12585:2659028-2660335,3:BQ2027_RS12180:2619542-2620849
0:Rv2367c:2648364-2648912,1:MSMEG_RS21725:4576777-4577313,2:MRA_RS12590:2660332-2660865,3:BQ2027_RS12185:2620846-2621379
0:Rv0421c:507132-507761,1:MSMEG_RS04015:909845-910492,2:MRA_RS02205:508442-509071,3:BQ2027_RS02200:508151-508780
0:Rv0422c:507758-508555,1:MSMEG_RS04020:910482-911318,2:MRA_RS02210:509068-509895,3:BQ2027_RS02205:508777-509604
0:Rv0423c:508582-510225,1:MSMEG_RS04025:911327-912925,2:MRA_RS02215:509892-511535,3:BQ2027_RS02210:509601-511244
0:Rv2372c:2652037-2652825,1:MSMEG_RS21745:4580289-4581029,2:MRA_RS12610:2664005-2664793,3:BQ2027_RS12210:2624519-2625307
0:Rv2373c:2652839-2653987,1:MSMEG_RS21750:4581049-4582194,2:MRA_RS12615:2664807-2665955,3:BQ2027_RS12215:2625321-2626469
0:Rv0427c:516017-516892,1:MSMEG_RS04040:916410-917192,2:MRA_RS02235:517327-518133,3:BQ2027_RS02230:517036-517842
0:Rv2375:2655265-2655582,1:MSMEG_RS21760:4583484-4583798,2:MRA_RS12625:2667233-2667550,3:BQ2027_RS12225:2627747-2628064
0:Rv0429c:517803-518396,1:MSMEG_RS04055:919024-919617,2:MRA_RS02245:519113-519706,3:BQ2027_RS02240:518822-519415
0:Rv0430:518733-519041,1:MSMEG_RS04060:919745-920056,2:MRA_RS02250:520043-520351,3:BQ2027_RS02245:519752-520060
0:Rv2377c:2656215-2656430,1:MSMEG_RS21765:4583805-4584014,2:MRA_RS12635:2668183-2668398,3:BQ2027_RS12235:2628697-2628912
0:Rv0431:519073-519567,1:MSMEG_RS04065:920105-920572,2:MRA_RS02255:520404-520877,3:BQ2027_RS02250:520113-520586
0:Rv2378c:2656408-2657703,1:MSMEG_RS21770:4583992-4585299,2:MRA_RS12640:2668376-2669671,3:BQ2027_RS12240:2628890-2630185
0:Rv2379c:2657700-2662085,1:MSMEG_RS21775:4585320-4589759,2:MRA_RS12645:2669668-2674038,3:BQ2027_RS12245:2630182-2634552
0:Rv0433:520324-521454,1:MSMEG_RS04075:921274-922404,2:MRA_RS02265:521634-522764,3:BQ2027_RS02260:521343-522473
0:Rv2380c:2662067-2667115,1:MSMEG_RS21780:4589756-4595215,2:MRA_RS12650:2674035-2679230,3:BQ2027_RS12250:2634549-2639744
0:Rv2381c:2667255-2670269,1:MSMEG_RS21785:4595208-4598201,2:MRA_RS12655:2679223-2682237,3:BQ2027_RS12255:2639737-2642751
0:Rv0435c:522347-524533,1:MSMEG_RS04190:940749-942986,2:MRA_RS02280:523657-525843,3:BQ2027_RS02270:523366-525552
0:Rv2382c:2670269-2671603,1:MSMEG_RS21790:4598198-4599499,2:MRA_RS12660:2682237-2683571,3:BQ2027_RS12260:2642751-2644085
0:Rv0436c:524530-525390,1:MSMEG_RS04195:942988-943848,2:MRA_RS02285:525840-526700,3:BQ2027_RS02275:525549-526409
0:Rv2383c:2671593-2675837,1:MSMEG_RS21800:4600229-4603738,2:MRA_RS12665:2683561-2687805,3:BQ2027_RS12265:2644075-2648319
0:Rv0437c:525387-526082,1:MSMEG_RS04200:943845-944543,2:MRA_RS02290:526697-527392,3:BQ2027_RS02280:526406-527101
0:Rv2384:2675936-2677633,1:MSMEG_RS21805:4603896-4605512,2:MRA_RS12670:2687904-2689601,3:BQ2027_RS12270:2648418-2650115
0:Rv0438c:526143-527360,1:MSMEG_RS04205:944579-945766,2:MRA_RS02295:527453-528670,3:BQ2027_RS02285:527162-528379
0:Rv2386c:2678653-2680005,1:MSMEG_RS21845:4611535-4612887,2:MRA_RS12680:2690621-2691973,3:BQ2027_RS12280:2651135-2652487
0:Rv0440:528608-530230,1:MSMEG_RS04290:965533-967158,2:MRA_RS02305:529918-531540,3:BQ2027_RS02295:529627-531249
0:Rv2388c:2682015-2683142,1:MSMEG_RS21850:4612935-4614107,2:MRA_RS12695:2693983-2695155,3:BQ2027_RS12295:2654497-2655669
0:Rv0443:532396-532911,1:MSMEG_RS04325:972865-973422,2:MRA_RS02320:533706-534221,3:BQ2027_RS02310:533415-533930
0:Rv2391:2684679-2686370,1:MSMEG_RS21855:4614429-4616138,2:MRA_RS12710:2696671-2698338,3:BQ2027_RS12310:2657185-2658852
0:Rv2392:2686367-2687131,1:MSMEG_RS21860:4616144-4616854,2:MRA_RS12715:2698335-2699099,3:BQ2027_RS12315:2658849-2659613
0:Rv2398c:2694981-2695799,1:MSMEG_RS21875:4618684-4619508,2:MRA_RS12755:2706949-2707767,3:BQ2027_RS12355:2667461-2668279
0:Rv2399c:2695796-2696647,1:MSMEG_RS21880:4619505-4620362,2:MRA_RS12760:2707764-2708615,3:BQ2027_RS12360:2668276-2669127
0:Rv2400c:2696644-2697714,1:MSMEG_RS21885:4620359-4621408,2:MRA_RS12765:2708612-2709682,3:BQ2027_RS12365:2669124-2670194
0:Rv0457c:547586-549607,1:MSMEG_RS04385:984361-986370,2:MRA_RS02400:548896-550917,3:BQ2027_RS02390:548605-550626
0:Rv2402:2698529-2700457,1:MSMEG_RS21895:4622057-4624063,2:MRA_RS12780:2710443-2712425,3:BQ2027_RS12380:2670955-2672937
0:Rv0458:549675-551198,1:MSMEG_RS04390:986441-987964,2:MRA_RS02405:550985-552508,3:BQ2027_RS02395:550694-552217
0:Rv0459:551198-551689,1:MSMEG_RS04395:987998-988474,2:MRA_RS02410:552508-552999,3:BQ2027_RS02400:552217-552708
0:Rv2405:2703269-2703838,1:MSMEG_RS22005:4649836-4650471,2:MRA_RS12800:2715204-2715806,3:BQ2027_RS12395:2675716-2676318
0:Rv0462:552614-554008,1:MSMEG_RS04405:989521-990915,2:MRA_RS02425:553924-555318,3:BQ2027_RS02415:553633-555027
0:Rv0463:554016-554309,1:MSMEG_RS04410:990912-991181,2:MRA_RS02430:555326-555619,3:BQ2027_RS02420:555035-555328
0:Rv0464c:554313-554885,1:MSMEG_RS04415:991188-991748,2:MRA_RS02435:555623-556195,3:BQ2027_RS02425:555332-555904
0:Rv0465c:554882-556306,1:MSMEG_RS04420:991776-993212,2:MRA_RS02440:556192-557616,3:BQ2027_RS02430:555901-557325
0:Rv2410c:2707333-2708310,1:MSMEG_RS22065:4660425-4661402,2:MRA_RS12825:2719301-2720278,3:BQ2027_RS12420:2679928-2680905
0:Rv2411c:2708310-2709965,1:MSMEG_RS22070:4661412-4662971,2:MRA_RS12830:2720278-2721933,3:BQ2027_RS12425:2680905-2682560
0:Rv0467:557527-558813,1:MSMEG_RS04440:995201-996487,2:MRA_RS02450:558837-560123,3:BQ2027_RS02440:558546-559832
0:Rv2412:2710075-2710335,1:MSMEG_RS22075:4663326-4663586,2:MRA_RS12835:2722043-2722303,3:BQ2027_RS12430:2682670-2682930
0:Rv0468:558895-559755,1:MSMEG_RS04445:996618-997478,2:MRA_RS02455:560205-561065,3:BQ2027_RS02445:559914-560774
0:Rv2413c:2710351-2711301,1:MSMEG_RS22080:4663655-4664614,2:MRA_RS12840:2722319-2723269,3:BQ2027_RS12435:2682946-2683896
0:Rv0469:559888-560748,1:MSMEG_RS04450:997643-998515,2:MRA_RS02460:561198-562058,3:BQ2027_RS02450:560907-561767
0:Rv2415c:2712891-2713784,1:MSMEG_RS22090:4666133-4666975,2:MRA_RS12850:2724859-2725752,3:BQ2027_RS12445:2685487-2686380
0:Rv0472c:562723-563427,1:MSMEG_RS04465:1000429-1001133,2:MRA_RS02480:564033-564737,3:BQ2027_RS02470:563742-564446
0:Rv2418c:2716395-2717138,1:MSMEG_RS22110:4670203-4670961,2:MRA_RS12865:2728363-2729106,3:BQ2027_RS12460:2688991-2689734
0:Rv2419c:2717128-2717799,1:MSMEG_RS22115:4670951-4671631,2:MRA_RS12870:2729096-2729767,3:BQ2027_RS12465:2689724-2690395
0:Rv0474:565021-565443,1:MSMEG_RS04475:1002657-1003085,2:MRA_RS02490:566331-566753,3:BQ2027_RS02480:566040-566462
0:Rv2420c:2717796-2718176,1:MSMEG_RS22120:4671642-4672043,2:MRA_RS12875:2729764-2730144,3:BQ2027_RS12470:2690392-2690772
0:Rv0475:565797-566396,1:MSMEG_RS04480:1003169-1003867,2:MRA_RS02495:567107-567706,3:BQ2027_RS02485:566816-567415
0:Rv2421c:2718173-2718808,1:MSMEG_RS22125:4672040-4672681,2:MRA_RS12880:2730141-2730776,3:BQ2027_RS12475:2690769-2691404
0:Rv0476:566508-566771,1:MSMEG_RS04485:1003944-1004228,2:MRA_RS02500:567794-568081,3:BQ2027_RS02490:567503-567790
0:Rv0477:566776-567222,1:MSMEG_RS04490:1004233-1004646,2:MRA_RS02505:568086-568532,3:BQ2027_RS02495:567795-568241
0:Rv0478:567222-567896,1:MSMEG_RS04495:1004646-1005329,2:MRA_RS02510:568532-569206,3:BQ2027_RS02500:568241-568915
0:Rv0479c:567921-568967,1:MSMEG_RS04500:1005367-1006302,2:MRA_RS02515:569231-570277,3:BQ2027_RS02505:568940-569986
0:Rv2425c:2721866-2723308,1:MSMEG_RS22130:4672767-4674224,2:MRA_RS12910:2733834-2735276,3:BQ2027_RS12495:2694460-2695902
0:Rv0480c:568964-569806,1:MSMEG_RS04505:1006363-1007160,2:MRA_RS02520:570274-571116,3:BQ2027_RS02510:569983-570825
0:Rv2426c:2723308-2724183,1:MSMEG_RS22135:4674237-4675133,2:MRA_RS12915:2735276-2736151,3:BQ2027_RS12500:2695902-2696777
0:Rv0481c:569988-570512,1:MSMEG_RS04520:1008489-1008995,2:MRA_RS02525:571298-571822,3:BQ2027_RS02515:570951-571475
0:Rv2427c:2724230-2725477,1:MSMEG_RS22140:4675173-4676447,2:MRA_RS12920:2736198-2737445,3:BQ2027_RS12505:2696804-2698051
0:Rv0482:570539-571648,1:MSMEG_RS04525:1009022-1010113,2:MRA_RS02530:571849-572958,3:BQ2027_RS02520:571502-572611
0:Rv0487:576787-577338,1:MSMEG_RS04555:1015072-1015569,2:MRA_RS02555:578097-578648,3:BQ2027_RS02545:577750-578301
0:Rv0490:579349-580581,1:MSMEG_RS04565:1016568-1017758,2:MRA_RS02570:580659-581891,3:BQ2027_RS02560:580370-581602
0:Rv0491:580809-581492,1:MSMEG_RS04570:1017755-1018441,2:MRA_RS02575:582119-582802,3:BQ2027_RS02565:581960-582643
0:Rv2438c:2734792-2736831,1:MSMEG_RS22280:4700974-4703016,2:MRA_RS12985:2746760-2748799,3:BQ2027_RS12565:2707366-2709405
0:Rv2440c:2738247-2739686,1:MSMEG_RS22310:4707553-4709010,2:MRA_RS12995:2750215-2751654,3:BQ2027_RS12575:2710821-2712260
0:Rv0495c:585424-586314,1:MSMEG_RS04575:1018465-1019265,2:MRA_RS02600:586734-587528,3:BQ2027_RS02590:586575-587369
0:Rv2441c:2739772-2740032,1:MSMEG_RS22315:4709102-4709368,2:MRA_RS13000:2751740-2752000,3:BQ2027_RS12580:2712346-2712606
0:Rv0496:586394-587380,1:MSMEG_RS04580:1019367-1020338,2:MRA_RS02605:587656-588690,3:BQ2027_RS02595:587497-588531
0:Rv2442c:2740047-2740361,1:MSMEG_RS22320:4709385-4709696,2:MRA_RS13005:2752015-2752329,3:BQ2027_RS12585:2712621-2712935
0:Rv0498:588325-589167,1:MSMEG_RS04590:1021461-1022306,2:MRA_RS02615:589635-590477,3:BQ2027_RS02605:589476-590318
0:Rv0499:589183-590058,1:MSMEG_RS04595:1022339-1023154,2:MRA_RS02620:590493-591368,3:BQ2027_RS02610:590334-591209
0:Rv2445c:2745314-2745724,1:MSMEG_RS22330:4713398-4713817,2:MRA_RS13020:2757282-2757692,3:BQ2027_RS12600:2717888-2718298
0:Rv0500:590083-590970,1:MSMEG_RS04600:1023180-1024040,2:MRA_RS02625:591405-592280,3:BQ2027_RS02615:591246-592121
0:Rv2446c:2745767-2746138,1:MSMEG_RS22335:4713903-4714307,2:MRA_RS13025:2757735-2758106,3:BQ2027_RS12605:2718341-2718712
0:Rv0500A:591111-591347,1:MSMEG_RS04605:1024179-1024406,2:MRA_RS02630:592421-592657,3:BQ2027_RS02620:592262-592498
0:Rv2447c:2746135-2747598,1:MSMEG_RS22340:4714304-4715712,2:MRA_RS13030:2758103-2759566,3:BQ2027_RS12610:2718709-2720172
0:Rv0500B:591475-591576,1:MSMEG_RS04610:1024591-1024692,2:MRA_RS02635:592785-592886,3:BQ2027_RS02625:592626-592727
0:Rv2448c:2747595-2750225,1:MSMEG_RS22345:4715714-4718369,2:MRA_RS13035:2759563-2762223,3:BQ2027_RS12615:2720169-2722829
0:Rv2449c:2750313-2751572,1:MSMEG_RS22355:4719210-4720460,2:MRA_RS13040:2762281-2763540,3:BQ2027_RS12620:2722887-2724146
0:Rv0502:592791-593867,1:MSMEG_RS04620:1025886-1026950,2:MRA_RS02645:594101-595177,3:BQ2027_RS02635:593942-595018
0:Rv2453c:2753018-2753623,1:MSMEG_RS22405:4730153-4730716,2:MRA_RS13060:2764986-2765591,3:BQ2027_RS12640:2725592-2726197
0:Rv2454c:2753625-2754746,1:MSMEG_RS22410:4730736-4731818,2:MRA_RS13065:2765593-2766714,3:BQ2027_RS12645:2726199-2727320
0:Rv2455c:2754743-2756704,1:MSMEG_RS22415:4731815-4733770,2:MRA_RS13070:2766711-2768672,3:BQ2027_RS12650:2727317-2729278
0:Rv0509:600441-601847,1:MSMEG_RS04640:1029002-1030357,2:MRA_RS02680:601751-603157,3:BQ2027_RS02670:601592-602998
0:Rv2457c:2758208-2759488,1:MSMEG_RS22535:4759715-4760995,2:MRA_RS13080:2770176-2771456,3:BQ2027_RS12660:2730782-2732062
0:Rv0510:601857-602786,1:MSMEG_RS04645:1030382-1031317,2:MRA_RS02685:603167-604096,3:BQ2027_RS02675:603008-603937
0:Rv0511:602819-604516,1:MSMEG_RS04650:1031578-1033245,2:MRA_RS02690:604129-605826,3:BQ2027_RS02680:603970-605667
0:Rv0512:604602-605591,1:MSMEG_RS04655:1033330-1034310,2:MRA_RS02695:605912-606901,3:BQ2027_RS02685:605753-606742
0:Rv2460c:2762531-2763175,1:MSMEG_RS22540:4761452-4762108,2:MRA_RS13095:2774499-2775143,3:BQ2027_RS12675:2735105-2735749
0:Rv2461c:2763172-2763774,1:MSMEG_RS22545:4762105-4762707,2:MRA_RS13100:2775140-2775742,3:BQ2027_RS12680:2735746-2736348
